MatchDate,League,HomeTeam,AwayTeam,Label,SeasonPhase,LeagueId,EloDiff,ProbHome,ProbDraw,ProbAway,RankDifference,HomeCleanSheetRatio,AwayFTSRatio,AttackVsDefense,TotalScoringPotential,TotalDefensiveWeakness,DefenseVsAttack
4/7/2023,ΟΛΛ2,Ντε Γκράαφτσαπ,Χέρακλες Άλμελο,0,3,83,-86.1509,0.3622,0.2834,0.3544,0,0,0,1.944,-1.4,0.8791,0
4/7/2023,ΡΟΥ2,Ντιναμό Βουκουρεστίου,Οτελούλ,0,3,482,-40.9039,0.4468,0.2914,0.2618,-1,0,0,2.9089,1.6,1.1111,0
4/7/2023,ΑΓΝΝ,Ντόβερ Αθλέτικ,Γουέλινγκ Γιουν.,0,3,128,-7.9885,0.4346,0.2852,0.2802,-1,0,0,0.727,0.3,1.0811,0
4/7/2023,ΑΓΝΛ,Όλνταμ Αθλέτικ,Όλτρινχαμ,0,3,122,-24.0244,0.4204,0.2693,0.3103,0,0,0,0.6282,-0.5,0.8772,0
4/7/2023,ΑΓΝΛ,Όλντερσοτ Τάουν,Γέοβιλ Τάουν,0,3,122,20.564,0.4615,0.2782,0.2603,0,0,0,0.7758,0.6,1.3907,0
4/7/2023,ΓΑΛ3,Παρί 13 Ατλέτικο,Ντάνκερκ,1,3,162,-82.1598,0.3503,0.2994,0.3503,1,0,0,0.6402,-0.9,1.1712,0
4/7/2023,ΑΥΠ2,Πασκόε Βέιλ,Κίνγκστον Σίτι,0,3,473,-13.2212,0.4277,0.2427,0.3296,0,0,0,0.8819,0,0.9424,0
4/7/2023,ΒΤΝ2,Πο Ντονγκ,Μπινχ Πουόκ,0,3,370,-84.8364,0.4569,0.2836,0.2595,1,0,0,2.5012,-0.0286,4.4717,0
4/7/2023,ΒΙΡΛ,Πορταντάουν,Μπαλιμένα,0,3,121,-125.3156,0.3574,0.2883,0.3543,-1,0,0,1.049,1,1.9149,0
4/7/2023,ΓΑΛ3,Ρεντ Σταρ ,Κονκαρνό,1,3,162,-20.8761,0.4211,0.2997,0.2792,0,0,0,1.0975,0.1,1.0811,0
4/7/2023,ΑΓΓΤ,Ρέντινγκ,Μπέρμιγχαμ Σίτι,0,3,89,-34.4032,0.3371,0.3096,0.3534,1,0,0,0.6761,-0.1,1.2397,0
4/7/2023,ΟΛΛ2,Ρόντα,Ντεν Χάαγκ,0,3,83,-87.3064,0.4318,0.2791,0.289,1,0,0,0.7601,-0.4,1.1258,0
4/7/2023,ΑΓΓ2,Ρότσντεϊλ,Γουόλσολ,0,3,88,-84.0654,0.3663,0.3031,0.3306,0,0,0,1.0276,0.3,1.3514,0
4/7/2023,ΑΓΓ2,Σάλφορντ Σίτι,Λέιτον Όριεντ,1,3,88,-5.0334,0.4458,0.2818,0.2725,1,0,0,2.6854,0.7,1.8519,0
4/7/2023,ΙΣΠ1,Σεβίλλη,Θέλτα,0,3,3,12.6945,0.4072,0.2888,0.304,1,0,0,1.3071,-0.4,1.7582,0
4/7/2023,ΑΓΝΝ,Σεντ Άλμπανς,Μπρέιντρι Τάουν,1,3,128,29.4937,0.4586,0.2707,0.2707,0,0,0,1.1814,0.3,0.9009,0
4/7/2023,ΑΥΠ,Σίδνεϊ Γιουθ,Βόλονγκονγκ Γουλβς,0,3,181,62.9226,0.483,0.2262,0.2907,0,0,0,0.8056,-0.2,0.7792,0
4/7/2023,ΑΓΝΒ,Σκάρμπορο Αθλέτικ,Κέρσον,1,3,123,-17.0774,0.4238,0.2855,0.2907,1,0,0,1.5248,0,1.4286,0
4/7/2023,ΚΡΟ1,Σλάβεν Μπελούπο,Βαραζντίν,0,3,174,19.7563,0.3964,0.2934,0.3102,0,0,0,0.4934,-0.4,0.4255,0
4/7/2023,ΑΓΝΝ,Σλάου Τάουν,Τσίπενχαμ Τάουν,0,3,128,-120.4312,0.397,0.2706,0.3324,2,0,0,0.8179,-1.1,1.1712,0
4/7/2023,ΑΓΝΛ,Σόλιχαλ Μουρς,Μεϊντενχέντ Γιουν.,0,3,122,41.9982,0.4664,0.2602,0.2734,0,0,0,1.2302,0.3,1.2613,0
4/7/2023,ΒΤΝ1,Σονγκ Λαμ Νγκχε Αν,Μπιν Ντονγκ,0,3,202,9.0953,0.425,0.2875,0.2875,0,0,0,0.6904,0,0.8287,0
4/7/2023,ΑΓΓΤ,Σουόνσι,Κόβεντρι,0,3,89,-73.8108,0.435,0.2664,0.2986,2,0,0,1.2352,-0.5,1.8681,0
4/7/2023,n/a,Τβάκερς,Όσκαρσαμνς,1,3,65,88.9897,0.3752,0.2817,0.3431,-1,0,0,0.4404,0,0.5213,0
4/7/2023,ΟΛΛ2,Τελστάρ,Άγιαξ Β',1,3,83,28.8961,0.4616,0.2647,0.2737,0,0,0,0.4456,-1.1,0.7583,0
4/7/2023,n/a,Τίγκρε,Σαο Πάολο,1,3,65,-108.0519,0.417,0.2891,0.294,1,0,0,0.6766,-1.5,1.0596,0
4/7/2023,ΑΓΝΝ,Τόνμπριτζ Άντζελς,Χέμελ Χέμπστεντ,0,3,128,-1.3329,0.3969,0.2902,0.3129,0,0,0,1.7409,0.3,1.9753,0
4/7/2023,ΑΓΝΛ,Τορκί,Ίστλιχ,0,3,122,-110.4048,0.3504,0.279,0.3707,2,0,0,1.6454,0.1,2.2535,0
4/7/2023,ΙΡΛ1,Τρίτι Γιουνάιτεντ,Λόνγκφορντ Τάουν,0,3,204,36.1072,0.4283,0.2757,0.2961,1,0,0,0.7671,-0.4,1.5267,0
4/7/2023,ΠΟΡ2,Φαρένσε,Μορεϊρένσε,0,3,135,-110.0645,0.3912,0.2886,0.3202,1,0,0,1.7002,-0.5,1.6393,0
4/7/2023,ΑΓΝΝ,Χάβαντ & Γουοτερλούβιλ,Γουέιμαουθ,0,3,128,100.0195,0.4837,0.256,0.2603,0,0,0,0.5019,-0.7,1.118,0
4/7/2023,ΙΝΠΛ,Χαβαντάρ,Πεϊκάν,1,3,113,45.8213,0.4305,0.3424,0.2271,-1,0,0,0.9843,0.5,0.9877,0
4/7/2023,ΟΥΛΠ,Χάβερφορντγουεστ,Ποντιπριντ Ταουν,0,3,118,7.9829,0.4555,0.2723,0.2723,0,0,0,1.2811,0.5,0.8609,0
4/7/2023,ΑΓΝΝ,Χάμπτον & Ρίτσμοντ,Χούνγκερφορντ Τάουν,0,3,128,23.9714,0.4125,0.2749,0.3126,-1,0,0,1.0634,0,0.5263,0
4/7/2023,ΙΣΡ2,Χάποελ Άκκο,Μπνέι Γεχούντα Τελ Αβίβ,0,3,85,12.0924,0.3873,0.2955,0.3172,0,0,0,0.5026,-0.9,0.5525,0
4/7/2023,ΙΣΡ2,Χάποελ Αφούλα,Μακάμπι Αχί Ναζαρέτ,0,3,85,51.4866,0.4572,0.269,0.2738,-1,0,0,0.6404,0.7,0.6335,0
4/7/2023,ΙΣΡ2,Χαποέλ Νόφ Χαγκαλί ,Ιρόνι Ρίσχον Λέζιον,0,3,85,-85.8193,0.4829,0.2674,0.2496,0,0,0,1.0797,0.4,1.5267,0
4/7/2023,ΑΓΙΣ,Χάρινγκεϊ Μπόρο,Μαργκέιτ,0,3,92,5.0944,0.3593,0.268,0.3726,0,0,0,2.3306,1.2,2.0879,0
4/7/2023,ΑΓΓ2,Χάρογκεϊτ Τάουν,Γουίμπλεντον,0,3,88,47.2365,0.4273,0.2963,0.2764,-1,0,0,0.5463,-0.2,0.6433,0
4/7/2023,ΟΛΛ2,Χέλμοντ Σπορ,Μάαστριχτ,1,3,83,-9.1927,0.4463,0.2556,0.2981,0,0,0,0.6235,-0.4,0.597,0
4/7/2023,ΑΝΠΛ,Χέντον,Σάλισμπερι Σίτι,1,3,148,17.3645,0.4314,0.2423,0.3264,0,0,0,1.1634,0.3,1.1348,0
4/7/2023,ΑΥΣ2,Χορν,Λαφνίτζ,1,3,80,1.2419,0.3961,0.288,0.3159,0,0,0,0.9796,-0.3,1.0638,0
4/7/2023,ΗΑΕ1,Αλ Τζαζίρα,Αλ Νασρ Ντουμπάι,0,3,106,154.025,0.6361,0.2079,0.1561,0,0,0,1.7297,0.9,1.0744,0
4/7/2023,ΟΛΛ2,Άλμερε Σίτι,Αλκμάαρ Β',0,3,83,121.4575,0.5878,0.2255,0.1867,-2,0,0,0.477,-0.4,0.249,0
4/7/2023,ΑΛΓ1,Αρμπάα,Μαγκρά,0,3,98,-76.2938,0.5521,0.25,0.1979,2,0,0,0.7231,-0.9,1.5702,0
4/7/2023,ΜΕΞ2,Ατλάντε,Κορεκαμίνος,0,3,11,152.1946,0.6073,0.2444,0.1483,0,0,0,0.5898,-0.5,0.3546,0
4/7/2023,n/a,Ατλέτικο Μινέιρο,Κλαμπ Λιμπερτάδ Ασουνσιόν,1,3,65,16.3756,0.6265,0.2259,0.1476,0,0,0,2.5391,-0.4,1.3725,0
4/7/2023,ΓΑΛ3,Βιλεφράνς,Μπαστιά Μπόργκο,0,3,162,113.9353,0.6013,0.237,0.1616,0,0,0,1.1628,0.5,1.145,0
4/7/2023,ΑΓΝΛ,Γκέιτσχεντ,Σκάνθορπ,0,3,122,171.1917,0.5851,0.2269,0.188,-1,0,0,0.9697,0.7,0.5298,0
4/7/2023,ΒΕΛ2,Γκενκ Β',Ντέντερ,1,3,78,-1.8127,0.4987,0.2446,0.2566,0,0,0,0.7973,0.3,0.9317,0
4/7/2023,ΟΥΑΛ,Γκιλσφιλντ Αθλετικ,Σχιρκ,0,3,553,83.8363,0.568,0.2241,0.2079,-2,0,0,1.1734,0.8,0.8772,0
4/7/2023,ΒΙΡΛ,Γκλεναβόν,Ντάνγκανον,0,3,121,166.3519,0.6269,0.2191,0.154,-1,0,0,0.3784,0.3,0.4598,0
4/7/2023,ΑΓΝΒ,Γκλόστερ,Μπάνμπουρι Γιουν.,0,3,123,49.5598,0.487,0.2607,0.2523,-2,0,0,0.9204,0.6,0.5298,0
4/7/2023,ΑΓΓ2,Γκρίμσμπι Τάουν,Χάρτλπουλ,1,3,88,75.5846,0.5055,0.2677,0.2268,-1,0,0,0.5802,-0.5,0.8696,0
4/7/2023,ΑΒΠΛ,Γουάρινγκτον Ρίλαντς 1906,Μπέλπχερ Τάουν,0,3,93,124.4261,0.625,0.2058,0.1692,-1,0,0,0.4744,-0.3,0.5848,0
4/7/2023,ΑΓΓΤ,Γουότφορντ,Χάντερσφιλντ,1,3,89,8.1754,0.5423,0.2737,0.1841,0,0,0,0.6583,0.3,0.6433,0
4/7/2023,ΑΙΓΠ,Ελ Μασρί,Χαράς Ελ Χεντούντ,0,3,154,171.6084,0.6061,0.2513,0.1426,-1,0,0,1.1051,0.3,1.2088,0
4/7/2023,ΑΓΝΝ,Έμπσφλιτ Γιουν.,Όξφορντ Σίτι,0,3,128,78.6284,0.5865,0.2209,0.1926,0,0,0,3.5437,0.5,1.4085,0
4/7/2023,ΠΟΡ2,Εστρέλα,Μάφρα,0,3,135,122.1517,0.4879,0.2602,0.252,-1,0,0,1.5465,0.5,0.5785,0
4/7/2023,ΕΛΒ2,Ιβερντόν,Ξαμάξ,0,3,73,147.933,0.4898,0.2551,0.2551,-2,0,0,1.1862,0.4,0.7801,0
4/7/2023,ΤΣΧ2,Κάρβινα,Βίσκοφ,0,3,22,-39.1995,0.4902,0.2611,0.2487,0,0,0,1.36,-0.2,1.5842,0
4/7/2023,ΒΙΡΛ,Κάρικ Ρέιντζερς,Νιούρι Σίτι,1,3,121,43.9222,0.6135,0.2291,0.1574,-1,0,0,0.5684,0.5,0.9948,0
4/7/2023,ΑΓΓ2,Καρλάιλ Γιουνάιτεντ,Τρανμίρ Ρόβερς,0,3,88,63.5151,0.5416,0.2659,0.1924,0,0,0,0.8572,0.3,0.7438,0
4/7/2023,ΑΥΠ,Λέιχαρντ Τάιγκερς,Μάνλι Γιουν.,0,3,181,-0.6094,0.5676,0.2209,0.2115,-1,0,0,1.2951,0.8,0.6623,0
4/7/2023,ΤΣΧ2,Λίσεν,Χρουντίμ,0,3,22,81.4147,0.5284,0.2591,0.2125,0,0,0,0.5998,0,1.0687,0
4/7/2023,ΒΟΥ1,Λοκομοτίβ Πλοβντίβ,Σεπτέμβρι Σόφια,0,3,35,107.1218,0.6017,0.2439,0.1545,1,0,0,0.6397,-0.3,1.1712,0
4/7/2023,ΓΑΛ3,Μαρτίγκ,Μπουργκ Περόνας,0,3,162,74.5261,0.4903,0.273,0.2367,-1,0,0,1.1748,0.4,0.9091,0
4/7/2023,ΟΥΛΠ,Μπάλα Τάουν,Νιουτάουν,1,3,118,149.2109,0.5794,0.2311,0.1895,-1,0,0,0.6458,0.5,0.724,0
4/7/2023,ΠΟΡΤ,Μπενφίκα,Πόρτο,1,3,119,65.5975,0.5297,0.2663,0.204,0,0,0,4.5052,1.9,1.2676,0
4/7/2023,ΓΕΡΛ,Μπέρλινερ,ZFC Μεούσελβιτζ,0,3,17,81.1636,0.5756,0.2169,0.2075,0,0,0,0.4149,-0.4,1.0995,0
4/7/2023,ΑΓΝΛ,Μπόρεχαμ Γουντ,Ντάγκεναμ & Ρεντ,1,3,122,71.0796,0.6444,0.2175,0.1381,-1,0,0,0.6136,0,0.2094,0
4/7/2023,ΟΥΑΛ,Μπουκλι Ταουν,Πρεστάτιν,0,3,553,-4.4526,0.4981,0.2342,0.2677,0,0,0,1.2255,0.4,1.326,0
4/7/2023,ΑΓΝΒ,Μπράκλι Τάουν,Τέλφορντ,1,3,123,190.7075,0.5897,0.2408,0.1696,0,0,0,0.6255,-0.2,1.2613,0
4/7/2023,ΒΤΝ1,Ναμ Ντινχ,Σάνα Καν Χόα,0,3,202,-66.1924,0.6114,0.2287,0.1598,0,0,0,0.5091,-0.5,0.596,0
4/7/2023,ΑΓΝΝ,Ντάλγουιτς Άμλετ,Τσέσχαντ,0,3,128,-71.4418,0.4954,0.2605,0.2442,1,0,0,0.9984,-0.2,2.7723,0
4/7/2023,n/a,Ουρακάν,Κλαμπ Γκουαρανί,0,3,65,8.8818,0.6356,0.2292,0.1352,2,0,0,0.9135,-1.2,1.2676,0
4/7/2023,ΣΚΩΤ,Πάρτικ Θιστλ,Κουίνς Παρκ,0,3,134,-10.4745,0.5014,0.2435,0.2552,0,0,0,1.177,-0.2,0.5405,0
4/7/2023,n/a,Πίτεα,Στόκσαντ,1,3,65,-8.5647,0.5425,0.2287,0.2287,-1,0,0,0.8322,0.8,1.2438,0
4/7/2023,ΑΥΠ2,Πρέστον Λάίονς,Μόρλαντ Ζέμπρας,0,3,473,-23.7474,0.5198,0.2536,0.2266,0,0,0,1.7854,-0.1667,0.8499,0
4/7/2023,ΑΥΣ2,Ραπίντ Βιέννης Β',Στουρμ Γκρατς Β',1,3,80,75.9185,0.5018,0.2298,0.2684,-2,0,0,0.6259,0.2,0.6787,0
4/7/2023,ΑΜΕΚ,Ρίτσμοντ Κίκερς,Κλίβελαντ,0,3,275,-9.531,0.6279,0.215,0.1571,1,0,0,70.8192,0.1,120,0
4/7/2023,ΑΓΓΤ,Σάντερλαντ,Χαλ,0,3,89,62.1031,0.4998,0.2611,0.2391,0,0,0,1.2352,0.4,1.4286,0
4/7/2023,ΓΑΛ3,Σατορού,Σολέ,0,3,162,26.2064,0.4987,0.2683,0.233,-1,0,0,1.1748,0.4,0.5785,0
4/7/2023,ΙΡΛΠ,Σεντ Πάτρικς Αθλέτικ,Κορκ Σίτι,0,3,84,130.1953,0.6124,0.2279,0.1598,0,0,0,0.8473,-0.2,1.2057,0
4/7/2023,ΑΥΣ2,Σεντ Πόλτεν,Φερστ Βιένα,0,3,80,25.8792,0.5159,0.2586,0.2254,0,0,0,0.9097,-0.4,0.9929,0
4/7/2023,ΝΑΦ1,Σούπερσπορτ Γιουν.,Γκάλαξι,0,3,107,96.0605,0.5252,0.2843,0.1905,0,0,0,0.8194,-0.5,0.6612,0
4/7/2023,ΑΓΓ2,Στίβενεϊτζ,Κόλτσεστερ Γιουνάιτεντ,0,3,88,125.0826,0.5546,0.2649,0.1805,-1,0,0,1.2526,0.6,1.5385,0
4/7/2023,ΜΕΞ2,Ταπάτιο,Ντοράντος Ντε Σιναλόα,0,3,11,93.3711,0.557,0.2474,0.1956,-1,0,0,0.7298,0.3,0.6433,0
4/7/2023,ΑΓΓ2,Τζίλιγχαμ,Ντονκάστερ,0,3,88,40.8724,0.6289,0.242,0.1291,-1,0,0,0.7359,0.5,0.5674,0
4/7/2023,ΤΟΥ2,Τουζλασπόρ,Ντενίζλισπορ,0,3,38,98.5132,0.522,0.2463,0.2318,-1,0,0,0.5909,0.1,0.8377,0
4/7/2023,ΑΓΝΒ,Τσέστερ,Τσόρλι,0,3,123,49.0552,0.49,0.2653,0.2446,-1,0,0,1.2877,0.4,0.687,0
4/7/2023,ΑΥΣ2,Φλοριντσντόρφερ,Αούστρια Βιέννης Β',1,3,80,85.5992,0.5637,0.2466,0.1897,0,0,0,0.1551,-0.5,0.4712,0
4/7/2023,ΑΓΙΣ,Φολκστόουν Ινβίκτα,Καρσχάλτον,0,3,92,17.0083,0.5,0.2561,0.2438,0,0,0,1.5072,0.9,0.922,0
4/7/2023,ΑΒΠΛ,Χάιντ Γιουνάιτεντ,Μορπεθ Ταουν,1,3,93,91.7434,0.582,0.237,0.181,-1,0,0,0.5311,0.1,0.4712,0
4/7/2023,ΟΥΑΛ,Χόλιγουελ Τάουν,Λαντούντνο,1,3,553,104.1875,0.5188,0.2484,0.2328,0,0,0,4.812,0.9,0.8197,0
4/7/2023,ΒΕΛ2,SL16 ,Ντέινζ,1,3,78,-33.6755,0.301,0.253,0.446,1,0,0,0.9623,-0.9,1.952,0
4/7/2023,ΓΑΛ3,Αβράνς,Ορλεάν,1,3,162,-32.8295,0.3048,0.2887,0.4065,0,0,0,1.2587,0,0.8264,0
4/7/2023,ΑΓΓ1,Άκρινγκτον,Πορτ Βέιλ,0,3,95,-19.6381,0.291,0.2962,0.4128,0,0,0,0.2859,-0.6,1.0526,0
4/7/2023,ΣΑΡ,Αλ Σάαμπ,Αλ Χιλάλ,0,3,103,-106.186,0.2967,0.2616,0.4417,0,0,0,2.7545,-0.9,1.831,0
4/7/2023,ΙΝΠΛ,Αλουμίνιουμ Αράκ ,Εστεγκχλάλ Τεχεράνης,1,3,113,-193.0444,0.2021,0.3145,0.4834,1,0,0,1.965,-0.8,1.6901,0
4/7/2023,ΣΑΡ1,Αλ-Σαχέλ,Αλ Φαϊσάλι,0,3,338,-100.7147,0.2421,0.2938,0.4641,0,0,0,0.4622,-0.2,0.8511,0
4/7/2023,ΑΙΓΠ,Ασουάν,Κεράμικα Κλεοπάτρα,0,3,154,-1.5062,0.2988,0.3105,0.3907,0,0,0,0.993,-0.1,1.4815,0
4/7/2023,ΤΟΥ2,Γκεζτέπε,Σάμσουνσπορ,0,3,38,-161.7601,0.3102,0.2737,0.4161,1,0,0,1.8428,-1.6,0.9836,0
4/7/2023,ΟΛΛ1,Γκρόνινγκεν,Ουτρέχτη,1,3,36,-171.0626,0.3108,0.2666,0.4225,1,0,0,0.5758,-0.4,1.2583,0
4/7/2023,ΑΥΠ2,Γουέριμπι Σίτι ,Μάνινγκχαμ Γιουνάιτεντ Μπλουζ,0,3,473,-0.1053,0.2881,0.2343,0.4776,0,0,0,0.4496,-0.6667,0.8535,0
4/7/2023,ΑΥΣΛ,Γουέστερν Γιουνάιτεντ,Σέντραλ Κόουστ Μάρινερς,1,3,12,-6.6625,0.2863,0.2439,0.4698,0,0,0,0.8734,-0.3,0.9357,0
4/7/2023,ΙΝΠΛ,Ζομπαχάν,Γκολ Γκοχάρ,0,3,113,-168.9515,0.2314,0.3588,0.4098,1,0,0,0.4241,-1,0.7801,0
4/7/2023,ΑΓΝΝ,Ίστμπουρν Μπόρο,Ντάρτφορντ,0,3,128,-83.9299,0.2954,0.2657,0.4389,0,0,0,1.5974,0,1.1881,0
4/7/2023,ΑΓΓ2,Κρόουλι Τάουν,Μπράντφορντ,0,3,88,-133.5201,0.2359,0.2625,0.5016,1,0,0,1.8654,-0.2,2.7869,0
4/7/2023,ΑΓΓ2,Κρου Αλεξάντρα,Μπάροου,0,3,88,-60.3446,0.2725,0.3079,0.4196,0,0,0,2.2045,0.5,1.8033,0
4/7/2023,ΓΑΛ3,Λε Πουί Οβράν,Λε Μαν,1,3,162,-13.0929,0.3106,0.2887,0.4007,-1,0,0,1.0084,0.6,1.2057,0
4/7/2023,n/a,Λίβερπουλ Μοντεβιδέο,Κορίνθιανς,1,3,65,-87.0054,0.2256,0.2916,0.4828,1,0,0,0.7062,-1,0.6433,0
4/7/2023,ΙΣΠ2,Λούγκο,Τενερίφη,0,3,42,-102.0823,0.1813,0.3,0.5188,1,0,0,0.2439,-0.6,1.6049,0
4/7/2023,ΑΓΓ1,Μ. Κ. Ντονς,Πόρτσμουθ,0,3,95,-73.0209,0.3201,0.2974,0.3825,1,0,0,1.084,-0.8,1.9753,0
4/7/2023,ΛΕΤ1,Μέτα-Λου,Ντάουγκαβπιλς,0,3,4,-38.6102,0.3398,0.2736,0.3865,0,0,0,0.6064,-0.2,1.2707,0
4/7/2023,ΗΑΕ1,Μπάνι Γιας ,Αλ Ιττιχάντ Καλμπα,1,3,106,52.8281,0.348,0.2648,0.3872,0,0,0,0.5627,-0.6,0.8046,0
4/7/2023,ΑΓΝΛ,Μπαρνέτ,Μπρόμλεϊ,0,3,122,-8.7819,0.3295,0.2697,0.4008,0,0,0,1.318,0,1.0811,0
4/7/2023,ΑΝΠΛ,Μπέντφορντ Τάουν,Ρέντιχ Γιουν.,1,3,148,-172.7513,0.3191,0.2455,0.4353,1,0,0,0.6745,-0.1,2.3077,0
4/7/2023,ΑΓΓ1,Μπέρτον,Μπάρνσλεϊ,0,3,95,-132.7208,0.2222,0.246,0.5319,1,0,0,1.5658,-1.5,1.9753,0
4/7/2023,ΑΓΝΒ,Μπλάιθ Σπάρτανς,Ντάρλινγκτον,0,3,123,-60.646,0.3364,0.2705,0.3931,-1,0,0,0.6817,-0.2,0.687,0
4/7/2023,ΙΡΛΠ,Μποέμιανς Δουβλίνου,Σάμροκ Ρόβερς,1,3,84,-5.7285,0.2296,0.2775,0.4929,-1,0,0,1.3668,-0.1,0.8264,0
4/7/2023,ΑΓΝΒ,Μπράντφορντ Παρκ Αβ.,Σάουθπορτ,0,3,123,-113.8945,0.2802,0.2852,0.4346,0,0,0,0.7338,0.1,2.2222,0
4/7/2023,n/a,Ντεπόρτες  Μαγκαγιάνες,Μποταφόγκο,0,3,65,-85.5385,0.2503,0.293,0.4568,0,0,0,1.1507,-0.4,1.157,0
4/7/2023,ΑΓΝΛ,Ντόρκινγκ Γουόντερερς,Γουόκινγκ,1,3,122,-67.8492,0.2171,0.2596,0.5233,0,0,0,1.2302,0.2,1.1712,0
4/7/2023,ΟΛΛ2,Ντόρντρεχτ,Αϊντχόφεν Β,0,3,83,-145.1207,0.2428,0.2505,0.5067,1,0,0,0.5834,-1,1.1801,0
4/7/2023,n/a,Όντεβολντ,Φάλκενμπεργκ,0,3,65,-53.4731,0.3257,0.2714,0.4029,0,0,0,1.7326,-0.6,0.2198,0
4/7/2023,ΑΓΓ1,Όξφορντ Γιουνάιτεντ,Σέφιλντ Γουένσντεϊ,0,3,95,-212.6979,0.2824,0.2824,0.4352,2,0,0,0.528,-1.1,1.4414,0
4/7/2023,ΑΓΝΒ,Πιτέρμπορο Σπόρτς,Άλφρετον Τάουν,1,3,123,-46.4062,0.326,0.2804,0.3936,0,0,0,1.5338,0.1,0.9859,0
4/7/2023,ΑΓΓΤ,Ρόδεραμ ,Γουέστ Μπρομ,0,3,89,-52.224,0.2249,0.2767,0.4984,1,0,0,0.8983,-0.1,1.2088,0
4/7/2023,ΠΟΡΤ,Σάντα Κλάρα,Βιζέλα,1,3,119,-138.5586,0.2666,0.2847,0.4487,1,0,0,0.4738,-0.6,1.7557,0
4/7/2023,ΑΓΓ2,Σάτον Γιουν.,Στόκπορτ,1,3,88,-63.2677,0.3086,0.3086,0.3827,1,0,0,2.634,0.3,1.1765,0
4/7/2023,ΑΥΣ1,Σβαρόφσκι Βάτενς,Βόλφσμπεργκερ,0,3,45,24.808,0.3501,0.2594,0.3905,0,0,0,1.4237,0.2,1.9753,0
4/7/2023,ΑΓΓ2,Σουίντον Τάουν,Μάνσφιλντ Τάουν ,1,3,88,-111.8101,0.3084,0.2776,0.414,2,0,0,1.4804,-0.5,1.6484,0
4/7/2023,ΟΥΡ2,Σουντ Αμέρικα,Ράμπλα Τζούνιορς,1,3,330,-69.4266,0.2771,0.2982,0.4248,1,0,0,1.5899,-0.3,1.8681,0
4/7/2023,ΑΓΝΒ,Σπενιμόρ Τάουν,Φίλντε,0,3,123,-167.2419,0.2187,0.2285,0.5528,1,0,0,1.2509,-0.4,1.6216,0
4/7/2023,ΑΓΓ1,Σριούσμπερι,Πιτέρμπορο,1,3,95,-60.4283,0.2678,0.2914,0.4409,1,0,0,1.2871,-0.8,1.7582,0
4/7/2023,ΓΑΛ3,Σταντ Μπριοσέν,Βερσαλίες 78,0,3,162,-49.1272,0.3146,0.3146,0.3709,0,0,0,0.7552,-0.1,0.8264,0
4/7/2023,ΙΝΠΛ,Τράκτορ Σαζί Τάμπριζ,Σεπαχάν,0,3,113,-171.3376,0.2167,0.3083,0.475,0,0,0,2.5264,0,1.2676,0
4/7/2023,ΑΓΝΝ,Τσέλμσφορντ Σίτι,Φάρνμπορο,0,3,128,-25.0172,0.3168,0.2802,0.403,-1,0,0,1.464,0.4,0.7634,0
4/7/2023,ΙΣΡ2,Χάποελ Κφαρ Σάμπα,Ίρονι Τιμπεριάς,1,3,85,-99.8457,0.2837,0.2837,0.4325,0,0,0,1.4558,0,1.1712,0
4/8/2023,ΟΛΛ1,Αϊντχόφεν,Εξέλσιορ,0,3,36,376.1801,0.9187,0.0616,0.0197,-2,0,0,0.963,1.7,0.5628,0
4/8/2023,ΓΕΡΛ,Αλεμανια Ααχεν,Στράελεν,0,3,17,141.2216,0.7032,0.1782,0.1187,0,0,0,0.4436,-0.9,0.6965,0
4/8/2023,ΓΕΡ2,Αμβούργο,Αννόβερο,0,3,64,150.2723,0.7376,0.163,0.0994,-2,0,0,1.2529,1.2,0.8287,0
4/8/2023,ΟΥΛΠ,Αμπερίστγουιθ Τάουν,Εαρμπας Η.Β. Μπρότον,0,3,118,158.8016,0.8657,0.1024,0.0319,-1,0,0,0.4942,1.4,0.4843,0
4/8/2023,n/a,Αρεντέιρο,Μπούργκος Προμέσας,0,3,65,140.0206,0.7852,0.1606,0.0542,-1,0,0,1.134,0.4,0.5344,0
4/8/2023,ΒΟΛΒ,Ατλέτικο Παλμαφλόρ,Λιμπερτάδ Γκραν Μαμόρε,0,3,29,17.146,0.7673,0.148,0.0847,0,0,0,0.6072,0.4,0.6971,0
4/8/2023,ΠΟΡΤ,Βάσκο Ντα Γκάμα,Φερέιρας,0,3,119,157.7959,0.7017,0.1976,0.1006,-1,0,0,1.3971,0.9,1.5315,0
4/8/2023,ΤΣΧ1,Βικτόρια Πλζεν,Γιάμπλονετς,0,3,63,82.1454,0.674,0.1964,0.1296,1,0,0,0.8107,-0.5,0.7947,0
4/8/2023,ΙΑΠ1,Γιοκοχάμα Μαρίνος,Γιοκοχάμα,0,3,13,313.9357,0.6978,0.1754,0.1268,-2,0,0,0.5878,0.6,0.3734,0
4/8/2023,ΑΥΣ2,Γκράτσερ,Βόργουορτς Στέιρ,0,3,80,173.6777,0.6792,0.1961,0.1248,-1,0,0,1.1457,0.9,0.5525,0
4/8/2023,ΓΕΡΛ,Γκρειφσβάλντερ,Γερμανία Χάλμπερσταντ,0,3,17,157.576,0.7081,0.1766,0.1152,-1,0,0,0.7982,0.6,0.8057,0
