MatchDate,League,HomeTeam,AwayTeam,Label,SeasonPhase,LeagueId,EloDiff,ProbHome,ProbDraw,ProbAway,RankDifference,HomeCleanSheetRatio,AwayFTSRatio,AttackVsDefense,TotalScoringPotential,TotalDefensiveWeakness,DefenseVsAttack
1/28/2025,ΑΓΓ2,Φλίτγουντ,Γουόλσολ,0,2,88,-137.1729,0.2758,0.3171,0.4071,1,0,0,1.1143,-0.8,1.3223,0
1/28/2025,ΣΚΩΤ,Χάμιλτον,Ρέιθ Ρόβερς,1,2,134,-47.9308,0.3119,0.2899,0.3982,0,0,0,1.3886,0.2,1.5702,0
1/28/2025,ΑΓΓ1,Χάντερσφιλντ,Μπέρμιγχαμ Σίτι,1,2,95,-116.8337,0.306,0.2807,0.4133,1,0,0,2.6717,0,1.9608,0
1/29/2025,ΒΡΑΓ,Γκόιας,Ζαταϊένσε GO,0,2,501,256.0718,0.8227,0.1201,0.0571,-2,0,0,0.837,1.1,0.0948,0
1/29/2025,ΒΡΓΚ,Ζουβεντούδε,Γκουαράνι ντε Μπέιγκ,0,2,391,109.3154,0.7097,0.1835,0.1067,0,0,0,0.877,0.2,1.2057,0
1/29/2025,ΜΕΞ1,Κλαμπ Αμέρικα,Ατλέτικο Σαν Λουίς,0,2,14,165.7855,0.6781,0.1962,0.1257,-1,0,0,1.2348,0.4,0.596,0
1/29/2025,CHL,Λεβερκούζεν,Σπάρτα Πράγας,0,2,90,126.4034,0.8873,0.0773,0.0354,-1,0,0,0.6347,0.9,0.3483,0
1/29/2025,CHL,Μάντσεστερ Σίτι,Κλαμπ Μπριζ,0,2,90,42.1886,0.803,0.1325,0.0645,1,0,0,1.4818,0.4,1.3861,0
1/29/2025,ΑΛΓ1,Μουλούντια Αλγκέρ,Σαούρα,0,2,98,214.0708,0.7085,0.1983,0.0932,-1,0,0,1.0343,0.5,0.4255,0
1/29/2025,CHL,Μπάγερν Μονάχου,Σλόβαν Μπρατισλάβας,0,2,90,79.0466,0.9742,0.0179,0.0079,-1,0,0,0.8433,0.3,0.7602,0
1/29/2025,CHL,Ντόρτμουντ,Σαχτάρ Ντόνετσκ,0,2,90,12.8563,0.7233,0.1588,0.1179,1,0,0,0.7079,-0.4,1.0638,0
1/29/2025,ΒΡΠΑ,Παϊσαντού Σπορτ Κλαμπ,Τούνα Λούσο,0,2,451,57.1938,0.7097,0.1835,0.1067,-1,0,0,1.9472,0.9,1.0811,0
1/29/2025,ΒΡΚΠ,Παλμέιρας,Μπραγκαντίνο,0,2,376,166.2303,0.6619,0.1999,0.1382,-1,0,0,0.7807,-0.1,0.6211,0
1/29/2025,ΜΕΞ1,Τίγκρες,Τιχουάνα,0,2,14,62.889,0.6648,0.1916,0.1436,-1,0,0,0.7925,-0.3,0.6211,0
1/29/2025,ΚΑΤΛ,Αλ-Κχορ,Αλ Αχλί Ντόχα,1,2,70,-142.4321,0.1794,0.2144,0.6062,2,0,0,0.6548,-1.1,1.3245,0
1/29/2025,CHL,Μπρεστ,Ρεάλ Μαδρίτης,1,2,90,-211.0009,0.122,0.1665,0.7115,0,0,0,0.6415,-2,0.9091,0
1/29/2025,CHL,Ντιναμό Ζάγκρεμπ,Μίλαν,0,2,90,-65.3066,0.1589,0.2047,0.6365,2,0,0,0.5488,-0.2,1.5842,0
1/29/2025,CHL,Σάλτσμπουργκ,Ατλέτικο Μαδρίτης,1,2,90,-175.2294,0.1335,0.2057,0.6607,1,0,0,0.9577,-0.6,2.2222,0
1/29/2025,ΒΡΓΚ,Σάο Χοσέ,Ιντερνασιονάλ,1,2,391,-288.3207,0.1046,0.1941,0.7013,0,0,0,0.8751,-0.5,0.7207,0
1/29/2025,ΠΑΡ1,Σπορτίβο Λουκένιο,Σέρο Πορτένιο,0,2,7,-41.3306,0.1626,0.2691,0.5683,-1,0,0,0.3685,-0.7,0.4712,0
1/29/2025,CHL,Χιρόνα,Άρσεναλ,1,2,90,-236.7026,0.1545,0.2276,0.6178,2,0,0,0.4939,-0.8,1.2871,0
1/29/2025,CHL,Αϊντχόφεν,Λίβερπουλ,0,2,90,-163.5881,0.3947,0.2529,0.3524,1,0,0,1.5916,-0.2,1.4851,0
1/29/2025,ΚΑΤΛ,Αλ Ραγιάν,Αλ Γκαράφα,0,2,70,-111.1825,0.4128,0.2375,0.3497,0,0,0,1.0477,-0.3,0.8609,0
1/29/2025,CHL,Γιουβέντους,Μπενφίκα,1,2,90,-26.7189,0.4262,0.2981,0.2757,0,0,0,0.7196,-0.1,0.687,0
1/29/2025,CHL,Γιουνγκ Μπόις,Ερυθρός Αστέρας,1,2,90,27.2441,0.3678,0.2536,0.3787,-1,0,0,0.221,-0.3,0.7171,0
1/29/2025,ΜΕΞ1,Λεόν,Γουαδαλαχάρα,0,2,14,-79.2274,0.3457,0.2941,0.3602,1,0,0,1.9344,-0.2,1.2346,0
1/29/2025,CHL,Λιλ,Φέγενορντ,0,2,90,-75.4202,0.4142,0.2617,0.3241,1,0,0,0.5876,-0.8,0.8609,0
1/29/2025,ΒΕΛ2,Λόμελ Γιουν.,Φράνς Μπορένς,1,2,78,9.9948,0.4343,0.2803,0.2855,1,0,0,0.91,-0.1,1.2766,0
1/29/2025,ΒΡΚΜ,Μπαρτσελόνα Ιλέους BA,Αλαγκοΐνας,0,2,380,51.0944,0.4445,0.3164,0.2391,0,0,0,0.4145,-0.5,0.5298,0
1/29/2025,ΜΕΞ1,Πουέμπλα,Μαζατλάν,1,2,14,-97.9751,0.408,0.2909,0.3011,1,0,0,0.7295,0.1,1.6529,0
1/29/2025,ΑΡΓ1,Ροζάριο Σέντραλ,Ατλέτικο Λανούς,0,2,15,-16.6226,0.4234,0.3174,0.2592,0,0,0,1.0917,-0.1,1.5493,0
1/29/2025,ΑΡΓ1,Σαρμιέντο,Γοδόι Κρουζ,0,2,15,-71.2759,0.4029,0.3263,0.2709,0,0,0,0.344,-0.6,0.7801,0
1/29/2025,ΚΡΙΚ,Σπόρτινγκ Σαν Χοσέ,Μουνισιπάλ Λιμπέρια,0,2,75,26.1677,0.4176,0.2669,0.3155,-1,0,0,1.2706,0.4,1.1712,0
1/29/2025,ΑΡΓ1,Ταγιέρες,Ιντεπεντιέντε,1,2,15,-23.6036,0.4384,0.3062,0.2554,1,0,0,1.5011,-0.5,1.2676,0
1/29/2025,ΙΣΠ2,Τενερίφη,Λα Κορούνια,0,2,42,-174.2749,0.4022,0.3319,0.2659,1,0,0,0.3928,-0.9,0.9272,0
1/29/2025,ΟΝΔΡ,Τζουτικάλπα,Λόμπος,0,2,19,-37.7716,0.4289,0.3014,0.2697,1,0,0,0.3512,0,1.0526,0
1/29/2025,ΑΡΓ1,Χιμνάσια Εσγκρίμα,Σαν Λορέντσο ντε Αλμάγκρο,1,2,15,-15.2982,0.3889,0.3398,0.2714,0,0,0,0.5983,-0.2,1.1111,0
1/29/2025,CHL,Άστον Βίλα,Σέλτικ,0,2,90,-146.7039,0.6373,0.1982,0.1645,0,0,0,1.2314,-0.5,1.4815,0
1/29/2025,ΑΡΓ1,Βελέζ Σάρσφιλντ,Πλατένσε (Αργ.),1,2,15,54.2588,0.5082,0.3104,0.1813,0,0,0,2.1232,0.3,2.1951,0
1/29/2025,ΑΥΣΛ,Γουέστερν Γιουνάιτεντ,Σέντραλ Κόουστ Μάρινερς,0,2,12,-38.3417,0.5418,0.2424,0.2157,-1,0,0,1.086,1.1,0.7109,0
1/29/2025,ΑΡΓ1,Ιντεπ. Ριβαντάβια,Μπαράκας Σέντραλ,0,2,15,67.7286,0.5182,0.2953,0.1864,-1,0,0,0.8885,0.4,0.6107,0
1/29/2025,CHL,Ίντερ,Μονακό,0,2,90,162.5903,0.5974,0.2133,0.1894,-2,0,0,0.697,1,0.2094,0
1/29/2025,ΒΡΚΠ,Μιρασόλ,Γκουαρανί,0,2,376,170.0953,0.6415,0.2205,0.138,-2,0,0,2.009,1.6,0.5941,0
1/29/2025,CHL,Μπαρτσελόνα,Αταλάντα,0,2,90,36.3071,0.6017,0.1898,0.2085,0,0,0,1.5121,1,1.2397,0
1/29/2025,ΒΡΚΠ,Νοβοριζοντίνο,Βέλο Κλουμ,0,2,376,98.4976,0.6142,0.2471,0.1388,-1,0,0,0.7096,0.075,0.4893,0
1/29/2025,CHL,Σπόρτινγκ Λισαβόνας,Μπολόνια,0,2,90,115.952,0.5282,0.2631,0.2087,0,0,0,0.779,0,1.0744,0
1/29/2025,ΑΒΠΛ,Στόκτον Τάουν,Λίκ Τάουν,0,2,93,33.5969,0.5183,0.2251,0.2565,-1,0,0,2.1679,1.7333,0.892,0
1/29/2025,ΚΟΛ1,Φορταλέζα (Κολ),Ενβιγκάδο,0,2,34,115.068,0.5863,0.2579,0.1558,0,0,0,0.9016,0.8,1.0687,0
1/29/2025,ΒΡΚΑ,Μπαρμπάλχα,Χοριζόντε,0,2,366,-19.6765,0.2948,0.2839,0.4213,0,0,0,0.4736,-0.2857,0.924,0
1/29/2025,ΑΓΓ2,Μπάροου,Ντονκάστερ,1,2,88,-166.9091,0.2861,0.296,0.4179,1,0,0,0.9237,-0.1,1.2871,0
1/29/2025,ΜΕΞ1,Νεκάξα,Κρουζ Αζούλ,1,2,14,-103.3418,0.2908,0.2812,0.428,1,0,0,1.0484,0.1,1.6794,0
1/29/2025,ΠΑΡ1,Ντεπορτίβο Ρεκολέτα,CS 2 ντε Μαγιό,1,2,7,-30.6445,0.3175,0.3114,0.371,1,0,0,1.8832,0.5333,2.8169,0
1/29/2025,ΧΙΛΚ,Σαν Μάρκος ντε Αρίκα,Κοκίμπο Ουνίδο,0,2,230,-106.8691,0.2457,0.2825,0.4718,0,0,0,0.9516,0.3,1.4414,0
1/29/2025,ΒΡΚΠ,Σάο Μπερνάρντο,Σάντος,0,2,376,-18.0751,0.3124,0.3006,0.387,0,0,0,1.6264,0.3,1.4851,0
1/29/2025,CHL,Στουρμ Γκρατς,Λειψία,0,2,90,-21.0154,0.2384,0.2418,0.5198,0,0,0,0.4066,-0.8,0.733,0
1/29/2025,CHL,Στουτγκάρδη,Παρί Σεν Ζερμέν,1,2,90,-88.5814,0.2332,0.3532,0.4136,0,0,0,1.2486,0.1,0.9009,0
1/30/2025,EUL,Αθλέτικ Μπιλμπάο,Βικτόρια Πλζεν,0,2,109,-48.7363,0.7169,0.1736,0.1095,0,0,0,1.0268,-0.9,1.2088,0
1/30/2025,ΒΡΑΓ,Ατλέτικο Γκοϊανιένσε,Γκοϊανέσια,0,2,501,147.0876,0.7525,0.1566,0.0909,0,0,0,0.6854,0.3,0.8075,0
1/30/2025,ΒΡΚΜ,Εσπόρτε Κλούμπε Βιτόρια,Τζακομπίνα,0,2,380,138.5283,0.7731,0.1407,0.0863,0,0,0,1.5968,1,0.8108,0
1/30/2025,EUL,Λυών,Λουντογκόρετς,0,2,109,34.3959,0.7698,0.1474,0.0827,-1,0,0,0.5808,0.4,0.6832,0
1/30/2025,ΒΡΚΚ,Μπρούσκε,Καραβάτζιο SC,0,2,374,-63.5789,0.6847,0.2113,0.104,0,0,0,0.3124,-0.35,0.9524,0
1/30/2025,ΚΡΙΚ,Ντεπορτίβο Σαπρίσα,Σάντος Ντε Γκουαπίλες,0,2,75,245.6931,0.7045,0.1798,0.1156,0,0,0,1.0968,-0.2,0.8911,0
1/30/2025,EUL,Ολυμπιακός,Καραμπάκ,0,2,109,157.5969,0.705,0.1802,0.1148,-2,0,0,0.4049,0.2,0.1732,0
1/30/2025,ΑΡΓ1,Ρίβερ Πλέιτ,Ινστ. Κόρδοβα,0,2,15,198.9523,0.6846,0.2028,0.1125,-1,0,0,1.1565,0.7,0.596,0
1/30/2025,ΒΡΚΑ,Σεάρα,Ιγκουάτου CE,0,2,366,160.9191,0.7504,0.1642,0.0854,-2,0,0,1.2591,0.8,0.4255,0
1/30/2025,EUL,Τότεναμ,Έλφσμποργκ,0,2,109,-18.543,0.7788,0.1343,0.0869,1,0,0,0.8666,0.9,1.7557,0
1/30/2025,ΒΡΚΜ,AD Τζάκιουι BA,Μπαΐα,1,2,380,-83.9108,0.1123,0.2343,0.6534,-1,0,0,0.5179,-0.1,0.4965,0
1/30/2025,EUL,FCSB,Μάντσεστερ Γιουνάιτεντ,1,2,109,-84.6442,0.1945,0.2479,0.5576,-1,0,0,0.5596,0.3,0.4712,0
1/30/2025,ΒΡΠΑ,Αγκουια Ντε Μαραμπα,Κλούμπ Ντο Ρέμο PA,1,2,451,-43.4408,0.1507,0.2517,0.5976,0,0,0,1.6508,0.1,2.3457,0
1/30/2025,ΚΑΤΛ,Αλ- Αράμπι Ντόχα,Αλ Σαντ Ντόχα,1,2,70,-137.3988,0.1662,0.1768,0.657,2,0,0,1.9508,0,3.4066,0
1/30/2025,ΗΑΕ1,Αλ Μπατά,Σχαμπάμπ Αλ Αχλί,1,2,106,-322.1877,0.1272,0.1555,0.7173,2,0,0,1.1481,-1,2.4176,0
1/30/2025,ΣΑΡ,Αλ Ορομπάχ Αλ Τζάουφ,Αλ Αχλί Τζέντα,1,2,103,-280.8401,0.079,0.1361,0.7849,2,0,0,0.2152,-2,2.5275,0
1/30/2025,ΣΑΡ,Αλ Ραέντ Μπουράιντα,Αλ Νασρ Ριάντ,1,2,103,-222.792,0.0474,0.0918,0.8607,2,0,0,0.7063,-1.1,1.982,0
1/30/2025,ΗΑΕ1,Κορ Φακάν,Aλ Αΐν,0,2,106,-126.9292,0.1487,0.1775,0.6738,0,0,0,1.3368,-0.1,1.4184,0
1/30/2025,EUL,Μακάμπι Τελ Αβίβ,Πόρτο,1,2,109,-60.8561,0.1627,0.2051,0.6322,0,0,0,1.977,0.6,1.8519,0
1/30/2025,BPKA,Μαρικά,Βάσκο Ντα Γκάμα,1,2,534,-101.7147,0.1074,0.1956,0.697,-1,0,0,1.6864,0.1667,0.9901,0
1/30/2025,ΒΡΓΚ,Μονσούν,Γκρέμιο,1,2,391,-158.0442,0.1371,0.2143,0.6485,-1,0,0,1.4597,0.5,0.8264,0
1/30/2025,ΚΡΙΚ,Ντεπορτ. Σαν Κάρλος,Λίγκα Ντεπορτίβα Αλαχουελένσε,0,2,75,-88.3835,0.1846,0.2571,0.5583,1,0,0,0.6662,-1,0.9091,0
1/30/2025,ΧΙΛΚ,Ρεκολέτα,Ουνιβερσιτάδ ντε Τσίλε,1,2,230,-200.8944,0.1598,0.2287,0.6114,1,0,0,1.4857,-0.2,1.9718,0
1/30/2025,EUL,Άγιαξ,Γαλατασαράι,0,2,109,-118.618,0.4053,0.2474,0.3473,1,0,0,0.6223,-1,0.6832,0
1/30/2025,ΒΡΚΜ,Αϊμόρες Mg,Ουμπερλάντια,0,2,380,10.7777,0.4549,0.3042,0.2409,0,0,0,0.4696,-0.3,0.4505,0
1/30/2025,EUL,Άντερλεχτ,Χόφενχαϊμ,1,2,109,141.8472,0.4338,0.2538,0.3124,-2,0,0,0.5246,0.6,0.6806,0
1/30/2025,ΚΡΙΚ,Γκουανακαστέκα,Πουνταρένας,0,2,75,120.0647,0.3587,0.298,0.3433,0,0,0,0.6488,0.1,0.8772,0
1/30/2025,ΒΡΓΚ,Ιπιράνγκα,Σαο Λουίζ,0,2,391,61.2793,0.4695,0.2883,0.2422,-1,0,0,1.0023,0.7,0.4965,0
1/30/2025,ΠΑΡ1,Κλαμπ Γκουαρανί,Τζένεραλ Καμπαγιέρο JLM,0,2,7,107.1334,0.4665,0.3047,0.2287,0,0,0,0.9941,0,0.6931,0
1/30/2025,ΜΑΡΟ,Μπερκάνε,ΦΑΡ Ραμπάτ,0,2,27,-36.835,0.4113,0.3151,0.2737,0,0,0,2.9159,0.5,0.7042,0
1/30/2025,ΒΡΚΜ,Μπετίμ Φουτμπολ,Ντεμοκρατα,0,2,380,69.1155,0.4623,0.2947,0.243,-1,0,0,0.7776,0.5,0.4969,0
1/30/2025,BPKA,Μποαβίστα,Μαδουρέιρα,0,2,534,17.6287,0.4529,0.2921,0.255,0,0,0,0.5681,0.2,1.3492,0
1/30/2025,BPKA,Μποταφόγκο,Φλουμινένσε,0,2,534,50.3959,0.406,0.3097,0.2843,-1,0,0,2.8432,0.8,1.6393,0
1/30/2025,ΒΡΚΠ,Μποταφόνγκο SP,Άγκα Σάντα,0,2,376,-133.8628,0.4769,0.2852,0.238,1,0,0,0.4274,-0.4,0.8287,0
1/30/2025,EUL,Μπράγκα,Λάτσιο,0,2,109,-45.1223,0.3938,0.2667,0.3394,1,0,0,0.7519,0,0.9272,0
1/30/2025,ΒΡΚΠ,Νοροέστε,Ίντερ Ντε Λιμέιρα,0,2,376,-16.8093,0.3889,0.3142,0.2969,-1,0,0,0.8815,0.2857,1.1145,0
1/30/2025,ΑΡΓ1,Ούνιον Σάντα Φε,Μπόκα Τζούνιορς,0,2,15,-154.8959,0.3324,0.3286,0.339,1,0,0,1.8981,-0.7,2.549,0
1/30/2025,ΜΕΞ1,Πούμας,Τολούκα,0,2,14,-30.5907,0.3464,0.2849,0.3687,0,0,0,0.9046,-0.8,0.7092,0
1/30/2025,EUL,Ρέιντζερς,Ουνιόν Σεντ Ζιλουάζ,0,2,109,31.9456,0.46,0.2534,0.2866,1,0,0,1.1588,0.1,1.2397,0
1/30/2025,ΒΡΚΚ,Σαπεκοένσε,Αβάι,0,2,374,-80.229,0.3372,0.3104,0.3524,0,0,0,1.3852,0.1,1.9718,0
1/30/2025,EUL,Φερεντσβάρος,Άλκμααρ,0,2,109,-56.1459,0.4186,0.2859,0.2955,1,0,0,1.3201,0.2,1.7582,0
1/30/2025,ΒΡΚΑ,Φλορέστα,Φερροβιάριο,0,2,366,11.6036,0.4772,0.2772,0.2455,0,0,0,0.461,0.2,0.8299,0
1/30/2025,ΒΡΚΜ,Αθλέτικς Κλάμπ MG,Βίλα Νόβα MG,0,2,380,115.9163,0.6382,0.2269,0.1348,-2,0,0,0.7933,0.6,0.4094,0
1/30/2025,ΗΑΕ1,Αλ Γουάσλ,Αλ Ιττιχάντ Καλμπα,0,2,106,153.0673,0.6149,0.2013,0.1838,-2,0,0,1.1031,0.3,0.4678,0
1/30/2025,ΣΑΡ,Αλ Ριγιαντ,Αλ Γουαχντά,0,2,103,80.6793,0.4987,0.2566,0.2446,-1,0,0,0.3826,-0.3,0.6061,0
1/30/2025,ΒΡΑΓ,Αναπολις,Γκοϊάνια,0,2,501,62.8257,0.6182,0.2296,0.1522,-1,0,0,0.8911,0.8,0.559,0
1/30/2025,ΒΡΑΓ,Απαρεσιντένσε,Ινούμας,0,2,501,1.6445,0.6036,0.2484,0.148,0,0,0,0.7644,0.7,0.8911,0
1/30/2025,ΒΡΚΜ,Ατλέτικο Μινέιρο,Αμέρικα Μινέϊρο,0,2,380,29.8822,0.5336,0.2674,0.1991,1,0,0,0.7224,-1.4,1.1881,0
1/30/2025,ΒΡΑΓ,Βίλα Νόβα,Καταλάνο,0,2,501,96.2368,0.5224,0.3076,0.17,0,0,0,1.454,0.4,1.5385,0
1/30/2025,BPKA,Βόλτα Ρεντόντα,Πορτουγκέσα,0,2,534,27.126,0.5131,0.2736,0.2133,-2,0,0,0.56,0.2,0.597,0
1/30/2025,ΙΝΠΛ,Εστεγκχλάλ Τεχεράνης,Εστεγκάλ Κουζεστάν,0,2,113,92.8656,0.5655,0.2843,0.1503,1,0,0,0.8421,0.2,1.1268,0
1/30/2025,ΔΦ,Ζαλγκίρις Βίλνιους,Χέγκελμαν,1,2,179,134.2249,0.5448,0.2346,0.2206,-1,0,0,1.5442,0.3,0.687,0
1/30/2025,ΒΡΓΚ,Κάξιας,Μπραζίλ ντε Πελότας,0,2,391,67.9613,0.5181,0.2702,0.2118,0,0,0,0.9616,0.4,1.7822,0
1/30/2025,ΒΡΚΚ,Κρισιούμα,Τζόινβιλ,0,2,374,87.267,0.6293,0.2352,0.1356,1,0,0,0.8648,-0.3,2.0879,0
1/30/2025,ΑΛΓ1,Μπελουιζντάντ,ΚΣ Κονσταντίν,1,2,98,69.5468,0.5632,0.2733,0.1636,-1,0,0,1.4436,0.6,0.6931,0
1/30/2025,ΔΦ,Μπρόντμπι,Ντάλας,0,2,179,173.7793,0.5983,0.2092,0.1925,0,0,0,1.3877,0.1,0.7207,0
1/30/2025,BPKA,Νόβα Ιγκουάτσου,Μπανγκού,0,2,534,204.8514,0.6191,0.2375,0.1434,-1,0,1,0.291,0,0.5213,-1
1/30/2025,EUL,Ντιναμό Κιέβου,Ρίγας Σκόλα,0,2,109,-0.9794,0.4915,0.2561,0.2524,0,0,0,0.9253,-0.1,1.4851,0
1/30/2025,ΜΑΡΟ,Ράζα Καζαμπλάνκα,Ολιμπίκ Ντε Σάφι,0,2,27,10.6096,0.5229,0.2752,0.2019,1,0,0,2.1248,-0.2,2.1569,0
1/30/2025,EUL,Ρεάλ Σοσιεδάδ,ΠΑΟΚ,0,2,109,-153.2533,0.5441,0.2822,0.1737,1,0,0,1.3068,-1,2.549,0
1/30/2025,EUL,Ρόμα,Άιντραχτ Φρανκφούρτης,0,2,109,-33.1049,0.5694,0.2392,0.1914,-1,0,0,1.3253,0.6,0.6107,0
1/30/2025,EUL,Σλάβια Πράγας,Μάλμε,0,2,109,137.8206,0.6316,0.2097,0.1587,0,0,0,0.625,0.2,0.5263,0
1/30/2025,EUL,Τβέντε,Μπεσίκτας,0,2,109,-21.9258,0.5113,0.2323,0.2564,0,0,0,1.4668,0.7,2.1978,0
1/30/2025,ΒΡΚΜ,Τομπένσε,Πούσο Αλέγκρε,0,2,380,62.6331,0.6516,0.2179,0.1305,-1,0,0,0.4251,0,0.362,0
1/30/2025,ΒΡΚΚ,Φιγκεϊρένσε,Κονκόρντια,0,2,374,33.0392,0.4892,0.2936,0.2172,-1,0,0,1.2664,-0.8,0.396,0
1/30/2025,ΜΕΞ1,Χουάρεζ,Σάντος Λαγκούνα,0,2,14,49.6326,0.4882,0.2618,0.25,-1,0,0,0.5862,0.7,0.7463,0
1/30/2025,ΜΕΞ1,Atlas,Μοντερέι,0,2,14,-170.274,0.2667,0.28,0.4534,1,0,0,0.26,-1.6,1.1258,0
1/30/2025,ΑΡΓ1,Αλντοσίβι,Ντεφένσα Χουστίσια,1,2,15,-122.3966,0.3114,0.3114,0.3772,0,0,0,1.1114,-0.5,0.8197,0
1/30/2025,ΒΡΚΠ,Ασοσιασάο Πορτουγκέσα ντε Ντεσπόρτος,Σάο Πάολο,1,2,376,-214.4862,0.253,0.301,0.446,1,0,0,0.4793,-0.7,0.9917,0
1/30/2025,ΚΑΤΛ,Κατάρ,Αλ Σαμάλ,0,2,70,37.2415,0.2752,0.2445,0.4803,0,0,0,0.6942,-0.8,1.345,0
1/30/2025,ΜΕΞ1,Κερετάρο,Πατσούκα,1,2,14,-99.1161,0.2296,0.2621,0.5083,1,0,0,0.514,-0.9,0.9424,0
1/30/2025,EUL,Μίντιλαντ,Φενερμπαχτσέ,0,2,109,-145.8997,0.2644,0.2566,0.479,1,0,0,0.6601,-1,1.4286,0
1/30/2025,ΠΑΡ1,Νασιονάλ Ασουνσιόν,Κλαμπ Λιμπερτάδ Ασουνσιόν,1,2,7,-32.4004,0.3237,0.3137,0.3626,0,0,0,0.9048,-0.2,0.991,0
1/30/2025,EUL,Νις,Μπόντο Γκλιμτ,0,2,109,-57.874,0.3494,0.2473,0.4033,0,0,0,0.664,-0.5,0.7602,0
1/30/2025,ΑΡΓ1,Ουρακάν,Εστουδιάντες ντε λα Πλάτα,0,2,15,13.9915,0.2949,0.333,0.372,0,0,0,0.5424,-0.9,0.6211,0
1/30/2025,ΒΡΚΠ,Πόντε Πρέτα,Κορίνθιανς,1,2,376,-281.0704,0.2538,0.3018,0.4444,2,0,0,0.6965,-1.6,1.3514,0
1/30/2025,ΔΦ,Ράουφος,Χαμ Καμ,1,2,179,-42.5035,0.2138,0.227,0.5592,-1,0,0,1.1617,0.9,0.7092,0
1/30/2025,ΟΝΔΡ,Ρεάλ Εσπάνα,Ντεπορτίβο Ολίμπια,0,2,19,-171.4364,0.2858,0.3121,0.4022,2,0,0,1.9184,-1.2,2.9032,0
1/30/2025,ΟΝΔΡ,Ρεάλ Σοσιεδάδ,Ολάντσο,0,2,19,44.385,0.3171,0.3012,0.3817,0,0,0,0.6216,-0.2,0.8075,0
1/31/2025,ΗΑΕ1,Αλ Νασρ Ντουμπάι,Αλ Ουρούμπα,0,2,106,188.6221,0.8274,0.1044,0.0682,-1,0,0,0.7356,1.3,0.8856,0
1/31/2025,ΗΑΕ1,Αλ Σάρζα,Ντούμπα Αλ Χουσούν,0,2,106,251.1343,0.8171,0.1138,0.069,-2,0,0,0.7105,0.5,0.1594,0
1/31/2025,ΗΑΕ1,Αλ Τζαζίρα,Μπάνι Ιάς,1,2,106,140.6322,0.6724,0.1823,0.1453,-1,0,0,0.8781,1,0.5759,0
1/31/2025,ΣΑΡ,Αλ Χιλάλ,Αλ Ακχντούντ,0,2,103,373.7646,0.8526,0.0962,0.0512,-1,0,0,1.7391,1,0.8511,0
1/31/2025,ΑΥΚ,Βόλφσμπεργκερ,Σβαρτς Βάις Μπρέγκενζ,0,2,195,90.2937,0.9298,0.0546,0.0156,1,0,0,1.0082,-0.1,0.922,0
1/31/2025,ΟΛΛ2,Έμεν,Αϊντχόφεν Β,0,2,83,136.322,0.7111,0.1664,0.1225,-1,0,0,0.7564,0.3,0.7692,0
1/31/2025,ΧΙΛΚ,Κόλο Κόλο,Ντεπόρτες Λιμάττς,0,2,230,280.7397,0.801,0.1299,0.069,-2,0,0,0.6525,0.5,0.2715,0
1/31/2025,ΠΟΛ1,Λεχ Πόζναν,Βίτζεβ Λοτζ,0,2,55,139.832,0.6524,0.2065,0.1411,-1,0,0,0.8959,0.3,0.7018,0
1/31/2025,ΓΑΛ2,Ντινκέρκ,Μαρτίγκ,1,2,82,167.085,0.6648,0.204,0.1312,-2,0,0,0.8212,0.7,0.4094,0
1/31/2025,ΒΡΚΑ,Πάγκε Μένος CE,Καριρί CE,0,2,366,24.9469,0.7226,0.179,0.0984,0,0,0,0.5525,0.5,0.7463,0
1/31/2025,BPKA,Φλαμένγκο,Σαμπάιο Κορέα RG,0,2,534,255.9862,0.8443,0.1037,0.052,-1,0,0,1.69,0.5,0.8264,0
1/31/2025,ΒΡΚΜ,Ιταμπιρίτο,Κρουζέιρο,1,2,380,-173.2921,0.1211,0.2026,0.6763,0,0,0,0.7661,-0.0111,1.4692,0
1/31/2025,ΑΖΕΠ,Καπάζ,Σαμπάχ,0,2,57,-147.0984,0.1897,0.2426,0.5677,1,0,0,1.4468,-0.5,1.5385,0
1/31/2025,ΚΑΤΛ,Ουμ Σαλάλ,Αλ Ντουχάιλ SC,1,2,70,-153.2339,0.1396,0.1653,0.6951,2,0,0,1.3865,-1.9,3.5211,0
1/31/2025,ΑΓΝΒ,Φάρσλεϊ,Άλφρετον Τάουν,1,2,123,-137.2461,0.1612,0.2304,0.6084,0,0,0,0.4938,-0.3,1.547,0
1/31/2025,ΙΚΥ,Χαποέλ Κφαρ Σάλεμ,Χάποελ Τελ Αβίβ,0,2,146,-105.7272,0.186,0.2127,0.6013,0,0,0,3.0466,0.1,2.2535,0
1/31/2025,ΙΚΥ,Χάποελ Ουμ Ελ Φάχεμ,Χάποελ Ραμάτ Γκαν,0,2,146,-265.146,0.0863,0.1568,0.7569,2,0,0,0.9694,-2.5,2.6761,0
1/31/2025,ΚΒΤΠ,Αλ Γιαρμούκ,Χαϊτάν,0,2,111,-124.9216,0.4606,0.2769,0.2625,0,0,0,0.5658,0.2,1.3089,0
1/31/2025,ΣΑΡ,Αλ-Φάιχα,Αλ Ταβούν Μπουραϊντάχ,0,2,103,-74.2648,0.3959,0.3095,0.2946,1,0,0,0.7946,0,1.1712,0
